user_id,reorder_proportion
207,0.3333333333333333
208,0.6923076923076923
210,0.8318181818181818
211,0.47058823529411764
212,0.45454545454545453
214,0.6836734693877551
215,0.0
216,0.9565217391304348
217,0.14285714285714285
218,1.0
219,0.4230769230769231
220,0.5384615384615384
221,0.5714285714285714
222,0.7692307692307693
223,0.8074534161490683
224,0.0
225,0.4444444444444444
226,0.6851851851851852
227,0.6944444444444444
232,0.9767441860465116
233,0.9090909090909091
234,0.6166666666666667
235,0.2903225806451613
236,0.24561403508771928
237,0.4444444444444444
241,0.3333333333333333
242,0.6
243,0.8367346938775511
245,0.6
248,0.7543859649122807
249,0.5
255,0.0
256,0.5652173913043478
257,0.5263157894736842
258,0.6774193548387096
259,0.0
260,0.9090909090909091
261,0.25
262,0.0
264,0.7794117647058824
267,0.8333333333333334
269,0.1111111111111111
270,0.8333333333333334
271,0.75
273,0.14285714285714285
274,0.45454545454545453
275,0.0
276,0.625
277,0.2857142857142857
278,0.8108108108108109
279,1.0
280,0.7903225806451613
281,0.6458333333333334
282,0.5
283,0.25
284,0.7636363636363637
286,0.0
287,1.0
288,0.1111111111111111
289,0.9054054054054054
290,0.6485355648535565
292,0.8571428571428571
293,0.0
294,0.5625
295,0.9333333333333333
297,0.3333333333333333
298,0.7777777777777778
300,0.5
301,0.0
302,0.125
304,0.7142857142857143
305,0.25
306,0.7297297297297297
307,1.0
309,0.375
310,0.7931034482758621
311,0.7142857142857143
313,0.8503401360544217
314,0.2
315,0.3333333333333333
316,0.631578947368421
319,0.0
320,0.25
321,0.6666666666666666
322,0.875
323,0.7380952380952381
324,0.4
326,0.25
327,0.5865384615384616
328,0.47368421052631576
329,0.05555555555555555
331,0.0
332,0.5185185185185185
333,1.0
334,0.5847457627118644
336,0.4166666666666667
338,0.3333333333333333
341,0.6363636363636364
342,0.21739130434782608
343,0.0
345,0.2857142857142857
346,0.0
348,0.375
349,0.0
350,0.13333333333333333
351,0.76
352,0.13793103448275862
353,0.375
357,0.75
359,0.16666666666666666
362,0.5833333333333334
363,0.5192307692307693
364,0.7586206896551724
365,1.0
369,0.32
370,0.6666666666666666
371,0.0
372,0.5
373,0.8135593220338984
374,0.75
376,0.4827586206896552
378,0.5714285714285714
379,0.20689655172413793
380,0.42857142857142855
381,0.4473684210526316
382,0.8571428571428571
384,0.4
385,0.25
386,0.2
389,0.5
390,0.8076923076923077
391,0.64
392,1.0
393,0.23333333333333334
395,0.0
398,0.5949367088607594
401,0.0
402,0.5
403,0.46226415094339623
404,0.043478260869565216
406,0.2
407,0.13333333333333333
409,0.816793893129771
410,0.782608695652174
411,0.8571428571428571
412,0.0
413,1.0
415,0.42857142857142855
416,0.375
417,0.25
419,0.25
420,0.3333333333333333
422,0.6666666666666666
423,0.4375
426,0.8333333333333334
427,1.0
429,0.4375
430,0.0
432,0.7777777777777778
433,0.0
435,0.45161290322580644
436,0.5
437,0.5714285714285714
438,0.6
439,0.35
440,0.7692307692307693
441,0.4166666666666667
442,0.425
443,0.21739130434782608
444,0.8557692307692307
445,0.1111111111111111
446,0.5
448,0.9431818181818182
449,0.7647058823529411
450,0.6101694915254238
451,0.5882352941176471
452,0.5764705882352941
453,0.6
454,0.8793103448275862
455,0.42857142857142855
456,0.0
457,1.0
458,0.8936170212765957
459,1.0
460,0.07692307692307693
462,0.7815533980582524
464,0.6666666666666666
465,0.7352941176470589
466,0.7910447761194029
467,0.15384615384615385
470,0.5714285714285714
471,0.36363636363636365
473,0.64
474,0.5652173913043478
475,0.2
476,1.0
478,0.0
479,0.6666666666666666
481,0.7671232876712328
482,0.782608695652174
483,0.75
484,1.0
485,0.41935483870967744
486,0.6875
487,0.4175824175824176
492,0.34782608695652173
494,0.0
495,0.5512820512820513
496,0.5932203389830508
497,0.4146341463414634
498,1.0
499,0.35
502,0.43902439024390244
503,0.726027397260274
504,0.5
505,0.0
506,0.0
507,0.5333333333333333
508,0.8333333333333334
510,0.125
511,0.2727272727272727
512,0.0
514,1.0
515,0.5
516,0.9296875
518,0.0
520,0.5316455696202531
522,1.0
524,0.6923076923076923
525,0.6285714285714286
526,0.0
528,0.9069767441860465
529,0.6046511627906976
531,0.6875
532,0.2
535,0.425
536,0.05263157894736842
537,0.0
538,0.7272727272727273
539,0.8571428571428571
540,0.125
541,0.0
542,0.3333333333333333
543,0.56
544,0.0
545,0.42857142857142855
546,0.42857142857142855
547,0.8421052631578947
548,0.36
549,0.4166666666666667
551,0.2972972972972973
552,0.75
553,0.20833333333333334
554,0.2222222222222222
555,0.3
558,0.4807692307692308
559,0.96
560,0.75
562,0.6666666666666666
563,0.3
564,0.47368421052631576
565,1.0
566,0.05555555555555555
567,0.2903225806451613
569,0.0
571,0.23809523809523808
573,0.3333333333333333
575,0.25
576,1.0
577,0.0
579,0.0
580,0.5161290322580645
581,0.0
582,0.6296296296296297
583,0.5
584,0.75
585,0.5333333333333333
586,0.2857142857142857
587,0.09090909090909091
588,0.3333333333333333
590,0.3333333333333333
591,0.0
592,0.0
593,1.0
596,0.65
597,0.3953488372093023
599,0.8571428571428571
600,0.18181818181818182
602,0.8
604,0.631578947368421
605,0.1951219512195122
606,0.44
608,0.9375
609,0.7407407407407407
612,0.8846153846153846
614,0.0
616,0.6086956521739131
617,0.2608695652173913
618,0.5555555555555556
620,1.0
622,0.875
623,0.6376811594202898
624,0.2
626,0.5818181818181818
630,0.9523809523809523
631,1.0
632,0.0
634,0.36363636363636365
635,0.84
636,0.6
637,0.5416666666666666
638,0.75
640,0.25
641,0.7014925373134329
642,0.6666666666666666
643,0.7
644,0.0
645,0.9090909090909091
646,0.7142857142857143
647,0.23076923076923078
648,0.11764705882352941
649,0.7844827586206896
650,0.84
651,1.0
652,0.9333333333333333
653,1.0
655,0.532608695652174
656,0.4
657,0.47058823529411764
658,0.84
661,0.5294117647058824
662,0.4583333333333333
664,0.2916666666666667
665,0.42857142857142855
666,0.0
667,0.7816901408450704
668,0.13333333333333333
669,0.625
670,0.14285714285714285
671,0.0
672,0.7910447761194029
673,0.8181818181818182
675,0.3
676,0.0
678,0.654320987654321
681,0.3181818181818182
682,1.0
684,0.875
687,0.8301886792452831
688,0.8260869565217391
689,0.2222222222222222
690,0.7346938775510204
691,0.625
692,1.0
694,0.09090909090909091
695,0.0
696,0.532258064516129
697,0.5
698,0.44
699,0.7475728155339806
700,0.6666666666666666
701,0.0
702,0.46153846153846156
703,0.5833333333333334
704,0.0
705,0.1875
706,0.5625
707,1.0
708,0.6666666666666666
709,0.22580645161290322
710,0.5
712,1.0
713,0.2
714,0.46153846153846156
715,0.3333333333333333
719,0.41353383458646614
720,0.46808510638297873
721,0.5
722,0.42857142857142855
723,0.4074074074074074
725,1.0
727,0.8771929824561403
728,0.8
729,1.0
731,0.4
732,0.6153846153846154
733,0.0
734,0.3018867924528302
735,0.7692307692307693
736,0.47368421052631576
737,0.8235294117647058
738,0.47058823529411764
739,0.0
741,0.5384615384615384
742,0.2857142857142857
745,1.0
746,0.75
750,0.0
754,0.0
755,0.7777777777777778
756,0.42857142857142855
758,0.7948717948717948
759,0.0
761,0.0
762,0.8484848484848485
764,0.0
766,0.0
767,0.19672131147540983
768,0.7413793103448276
769,0.46153846153846156
771,0.0
772,1.0
775,0.8
777,0.6666666666666666
778,0.4827586206896552
779,0.0
780,0.5882352941176471
781,0.0
782,0.29411764705882354
784,0.1111111111111111
785,0.25
786,0.9548872180451128
787,0.5283018867924528
789,1.0
791,0.75
792,0.5185185185185185
793,0.0
794,0.3
795,0.5
796,0.33962264150943394
797,0.8
798,0.4
799,0.75
800,0.7647058823529411
801,0.07692307692307693
804,0.9230769230769231
805,0.3333333333333333
806,1.0
807,1.0
809,0.6666666666666666
812,0.8279569892473119
813,0.0
814,0.0
816,0.0
817,0.8571428571428571
818,0.8372093023255814
823,1.0
824,0.4583333333333333
825,0.6666666666666666
827,0.0
828,0.0
830,0.5
831,0.36363636363636365
833,0.45454545454545453
834,0.7
836,0.25
837,1.0
838,0.0
839,0.703125
840,0.47619047619047616
842,0.673469387755102
843,1.0
844,0.9090909090909091
845,0.8771929824561403
846,0.0
847,0.8765432098765432
848,0.75
849,1.0
851,0.0
852,0.8521739130434782
853,0.6
854,0.7916666666666666
857,0.8314606741573034
858,0.6666666666666666
859,0.6444444444444445
860,0.48148148148148145
862,0.125
863,0.6153846153846154
864,0.875
866,0.6595744680851063
867,0.3333333333333333
868,0.7540983606557377
869,0.2857142857142857
870,0.7733333333333333
871,0.5
872,0.2222222222222222
874,0.9090909090909091
875,0.75
876,0.0
877,0.5
879,0.5689655172413793
880,0.7571428571428571
881,0.8275862068965517
882,0.0625
883,1.0
885,0.875
886,0.36363636363636365
887,0.5
888,0.9285714285714286
890,0.0
891,0.9166666666666666
892,0.6666666666666666
893,0.6612903225806451
894,0.7375
896,0.7209302325581395
898,0.6756756756756757
899,0.42105263157894735
900,0.6470588235294118
903,0.5
904,0.0
907,0.7555555555555555
910,0.0
911,0.7307692307692307
913,0.4166666666666667
914,0.52
915,0.5
916,0.5
917,0.696969696969697
919,0.4878048780487805
920,0.0
922,0.25
924,0.3902439024390244
927,0.08333333333333333
928,0.375
930,0.14285714285714285
931,0.0
932,0.6666666666666666
933,0.6875
935,0.4090909090909091
937,0.5
938,1.0
939,0.2777777777777778
941,0.72
942,0.5185185185185185
943,1.0
944,0.0
946,0.45714285714285713
947,0.875
948,0.0625
949,0.0
950,0.95
951,0.0
954,0.0
957,0.8
958,0.7307692307692307
960,0.6578947368421053
961,0.8
962,0.5365853658536586
963,0.48717948717948717
964,0.8073394495412844
965,0.5
966,0.09090909090909091
968,0.78125
969,0.8205128205128205
970,0.0
971,0.6
972,0.5
973,0.8275862068965517
975,0.5833333333333334
977,1.0
978,0.5
979,0.3448275862068966
980,0.546875
982,0.0
984,0.5555555555555556
986,1.0
987,0.4117647058823529
990,0.25
992,0.5555555555555556
994,0.5416666666666666
995,0.5849056603773585
997,0.5909090909090909
998,0.7708333333333334
999,0.6384180790960452
1001,0.3404255319148936
1002,0.5
1003,0.15151515151515152
1004,0.7633928571428571
1005,0.7142857142857143
1006,0.0
1007,0.34375
1009,0.6
1010,0.6666666666666666
1013,0.25
1014,1.0
1015,0.0
1018,0.7142857142857143
1021,0.7848101265822784
1022,0.696969696969697
1023,0.19230769230769232
1024,0.9473684210526315
1025,0.3333333333333333
1026,1.0
1027,0.64
1028,0.0
1029,0.5
1031,0.5555555555555556
1034,0.18181818181818182
1035,0.6029411764705882
1036,0.6601307189542484
1037,0.3695652173913043
1039,1.0
1040,0.3
1041,0.4444444444444444
1042,0.5454545454545454
1043,0.4
1044,0.2
1047,0.2222222222222222
1049,0.631578947368421
1050,0.6470588235294118
1051,1.0
1052,0.46153846153846156
1053,0.0
1054,0.6363636363636364
1055,0.5714285714285714
1056,0.6542056074766355
1057,0.4090909090909091
1058,0.6956521739130435
1059,0.7557251908396947
1060,0.3333333333333333
1061,0.0
1062,0.22807017543859648
1065,0.14814814814814814
1066,0.4609375
1067,0.6
1070,0.07142857142857142
1071,1.0
1072,0.6666666666666666
1073,0.125
1074,0.0
1075,0.7906976744186046
1076,0.0
1077,0.2857142857142857
1078,1.0
1079,0.47619047619047616
1080,1.0
1081,0.0
1082,0.25
1083,0.39285714285714285
1084,0.43478260869565216
1085,0.0
1088,0.1875
1089,0.3
1094,0.0
1095,0.6
1096,0.35714285714285715
1097,0.18181818181818182
1098,1.0
1099,0.0
1101,0.2
1103,0.8571428571428571
1105,0.7333333333333333
1106,1.0
1107,0.8
1109,0.8372093023255814
1110,0.375
1112,0.375
1114,0.18181818181818182
1115,0.2727272727272727
1116,0.3508771929824561
1118,0.42857142857142855
1119,0.4444444444444444
1120,0.8842105263157894
1122,0.25
1123,0.0
1124,0.75
1125,0.4444444444444444
1127,0.0
1130,0.9655172413793104
1132,0.4117647058823529
1133,0.1
1135,0.6666666666666666
1136,0.8
1137,0.627906976744186
1138,0.6
1139,0.5849056603773585
1140,0.6666666666666666
1141,0.6153846153846154
1142,0.88
1143,0.3333333333333333
1147,0.75
1150,0.43478260869565216
1151,0.36
1152,0.6666666666666666
1155,0.6363636363636364
1156,0.6862745098039216
1158,0.3333333333333333
1159,0.16666666666666666
1161,0.5652173913043478
1162,0.8076923076923077
1163,0.4482758620689655
1164,0.647887323943662
1165,0.3
1166,1.0
1167,0.0
1171,0.7916666666666666
1172,0.043478260869565216
1173,0.6829268292682927
1175,0.41379310344827586
1176,0.32
1177,0.8666666666666667
1179,0.38461538461538464
1180,0.4
1181,0.14285714285714285
1182,0.0
1184,0.0
1185,0.11538461538461539
1186,0.37777777777777777
1187,1.0
1188,0.5
1189,0.0
1191,0.5882352941176471
1193,0.4166666666666667
1194,1.0
1196,0.3333333333333333
1197,0.7088607594936709
1198,0.0
1199,0.5284090909090909
1200,0.5
1202,0.975609756097561
1203,0.6818181818181818
1204,1.0
1206,0.5789473684210527
1209,0.5555555555555556
1210,1.0
1211,0.875
1212,0.6666666666666666
1213,0.9393939393939394
1214,0.42857142857142855
1215,0.7419354838709677
1216,0.49056603773584906
1219,0.6363636363636364
1220,1.0
1221,0.8
1222,0.3333333333333333
1224,0.0
1225,0.9230769230769231
1226,0.0
1229,0.46153846153846156
1231,0.7391304347826086
1232,0.7
1233,0.1111111111111111
1234,0.16666666666666666
1236,0.6
1238,0.5
1240,0.8928571428571429
1241,0.7
1242,0.6376811594202898
1243,0.4
1244,0.0625
1246,0.725
1249,0.28205128205128205
1250,0.6494845360824743
1251,0.3076923076923077
1252,0.625
1253,0.4444444444444444
1254,0.6
1255,0.0
1256,0.75
1257,0.25
1258,0.16666666666666666
1259,0.8181818181818182
1260,1.0
1261,0.5333333333333333
1263,0.07692307692307693
1264,0.6982758620689655
1267,0.4666666666666667
1268,0.0
1269,0.0
1270,0.4117647058823529
1271,0.7321428571428571
1273,0.6666666666666666
1274,0.0
1275,0.5
1276,0.3333333333333333
1277,0.38461538461538464
1278,0.29411764705882354
1279,0.14285714285714285
1280,0.47058823529411764
1281,0.53125
1282,0.0
1283,0.16666666666666666
1284,0.4782608695652174
1285,0.625
1286,0.3
1288,0.5952380952380952
1290,0.0
1291,0.7777777777777778
1292,0.5
1293,0.5416666666666666
1295,0.11764705882352941
1296,0.38
1297,0.18181818181818182
1298,0.4
1299,0.6666666666666666
1301,0.42857142857142855
1308,0.0
1309,0.46153846153846156
1310,0.7746478873239436
1311,0.7391304347826086
1314,0.49019607843137253
1315,0.5714285714285714
1318,0.13333333333333333
1320,0.6
1321,0.7368421052631579
1323,0.625
1325,0.0
1327,0.9333333333333333
1328,0.5
1329,0.3333333333333333
1331,0.4155844155844156
1332,0.7692307692307693
1333,0.0
1334,0.14285714285714285
1335,0.2727272727272727
1336,0.2857142857142857
1338,0.3076923076923077
1339,0.0
1340,0.375
1343,0.3333333333333333
1344,0.3333333333333333
1346,0.6
1347,1.0
1348,1.0
1349,0.6296296296296297
1350,0.5
1351,0.5
1352,0.5227272727272727
1353,0.4
1354,0.0
1355,0.5
1356,0.4032258064516129
1357,0.0
1358,0.0
1359,1.0
1360,0.7096774193548387
1361,0.8
1363,0.6
1365,0.6363636363636364
1366,0.0
1367,0.5
1368,0.25
1369,1.0
1370,0.3333333333333333
1372,0.38461538461538464
1373,0.0
1374,0.5
1375,0.72
1376,0.2222222222222222
1377,1.0
1378,0.8070175438596491
1379,0.0
1380,0.2222222222222222
1381,0.6363636363636364
1382,0.4927536231884058
1386,0.5454545454545454
1387,0.3333333333333333
1388,0.21428571428571427
1389,0.0
1390,0.6923076923076923
1391,0.8108108108108109
1392,0.75
1393,0.6
1394,0.5714285714285714
1395,0.08888888888888889
1396,0.4444444444444444
1397,1.0
1398,0.34615384615384615
1401,0.2727272727272727
1404,0.35714285714285715
1405,0.625
1406,0.2857142857142857
1407,0.0
1409,0.631578947368421
1410,0.6909090909090909
1412,0.75
1413,0.3333333333333333
1414,0.4642857142857143
1415,0.7083333333333334
1416,0.625
1418,0.09090909090909091
1420,0.8041237113402062
1422,0.0
1423,0.8163265306122449
1424,0.7278688524590164
1425,0.18518518518518517
1426,0.7966101694915254
1427,0.7714285714285715
1428,0.3783783783783784
1429,0.3333333333333333
1430,0.09523809523809523
1432,0.4864864864864865
1433,1.0
1434,0.2857142857142857
1435,0.0
1436,0.0
1438,0.5555555555555556
1441,0.13333333333333333
1442,0.0
1443,0.9230769230769231
1444,0.3333333333333333
1447,0.3333333333333333
1448,0.09090909090909091
1450,0.14285714285714285
1451,0.375
1452,0.25
1453,0.8571428571428571
1454,0.6875
1455,0.0
1456,0.43478260869565216
1457,0.6666666666666666
1458,0.25
1460,0.7142857142857143
1462,0.3333333333333333
1463,0.30303030303030304
1464,0.09090909090909091
1466,0.5142857142857142
1468,0.25
1471,0.15384615384615385
1473,0.9375
1474,0.0625
1475,0.5151515151515151
1476,0.5909090909090909
1477,0.7272727272727273
1478,0.6666666666666666
1479,0.5348837209302325
1480,0.8421052631578947
1481,1.0
1482,0.5
1483,0.9230769230769231
1484,0.7
1486,1.0
1487,0.45161290322580644
1489,0.6363636363636364
1490,0.53125
1492,0.25
1493,0.5833333333333334
1494,0.6818181818181818
1496,0.5454545454545454
1497,0.7142857142857143
1498,0.5714285714285714
1499,0.0
1501,0.7435897435897436
1502,0.3333333333333333
1503,0.5789473684210527
1504,0.7969924812030075
1505,0.18
1507,0.26666666666666666
1509,0.2
1510,0.0
1511,0.4375
1513,0.6
1515,0.0
1518,1.0
1519,0.33884297520661155
1520,0.7922077922077922
1521,0.46551724137931033
1522,0.16666666666666666
1523,0.25
1524,0.2857142857142857
1525,1.0
1526,0.5172413793103449
1527,0.6309523809523809
1528,0.75
1529,0.0
1530,0.5
1531,0.8333333333333334
1532,0.7083333333333334
1535,0.4672897196261682
1537,0.7674418604651163
1538,0.4943820224719101
1540,0.9090909090909091
1541,0.8571428571428571
1542,0.8214285714285714
1544,0.2777777777777778
1545,0.5555555555555556
1546,0.5789473684210527
1547,0.5
1548,0.5660377358490566
1549,0.8376068376068376
1550,0.6666666666666666
1551,0.46153846153846156
1553,0.6333333333333333
1556,0.4383561643835616
1558,0.11764705882352941
1559,0.4375
1561,0.0
1562,0.36363636363636365
1563,0.9065040650406504
1564,0.7142857142857143
1566,1.0
1567,1.0
1569,0.6363636363636364
1570,0.14285714285714285
1571,0.3684210526315789
1573,0.25
1574,0.625
1575,0.4594594594594595
1577,0.6153846153846154
1579,0.4153846153846154
1580,0.25
1581,0.6142857142857143
1582,0.8095238095238095
1583,0.5
1584,0.7808219178082192
1586,0.3333333333333333
1587,0.3181818181818182
1592,0.8363636363636363
1593,0.75
1595,0.7213114754098361
1598,1.0
1599,0.45
1601,0.3333333333333333
1603,0.2
1606,0.5833333333333334
1607,0.5238095238095238
1608,0.8285714285714286
1610,0.5833333333333334
1611,0.16666666666666666
1612,0.2
1613,0.14814814814814814
1614,0.5714285714285714
1615,0.6290322580645161
1617,1.0
1618,0.3333333333333333
1619,0.0
1620,0.9473684210526315
1621,0.8235294117647058
1622,0.55
1623,0.7777777777777778
1625,0.0
1627,0.96
1629,0.5416666666666666
1630,0.4666666666666667
1631,0.25
1634,0.4166666666666667
1635,0.3333333333333333
1636,0.0
1637,0.125
1638,0.42857142857142855
1640,0.9024390243902439
1641,0.6190476190476191
1642,0.9166666666666666
1643,0.3333333333333333
1644,0.575
1645,0.4318181818181818
1647,0.7272727272727273
1648,0.46875
1650,0.7142857142857143
1652,0.5833333333333334
1654,0.9166666666666666
1656,0.7692307692307693
1657,0.0
1658,0.28125
1659,0.32653061224489793
1660,0.32
1665,0.7083333333333334
1666,0.851063829787234
1667,0.37735849056603776
1669,0.6666666666666666
1670,0.4142857142857143
1671,0.07692307692307693
1672,0.3
1673,0.0
1675,0.0
1676,0.0
1677,0.42045454545454547
1679,1.0
1680,0.3333333333333333
1681,0.0625
1682,0.8181818181818182
1683,0.9069767441860465
1685,0.4166666666666667
1686,1.0
1687,0.06666666666666667
1689,0.2
1691,0.28125
1692,0.0
1695,1.0
1696,0.21428571428571427
1698,0.6666666666666666
1699,0.8333333333333334
1702,0.34375
1703,0.6470588235294118
1704,0.8918918918918919
1705,0.6428571428571429
1706,0.15
1707,0.45454545454545453
1708,0.2
1711,0.0
1712,0.4090909090909091
1714,0.08333333333333333
1715,0.5853658536585366
1716,0.8770949720670391
1718,0.5
1719,0.1891891891891892
1721,0.6464088397790055
1722,0.656
1724,0.15
1725,0.5285714285714286
1726,0.5
1727,0.7916666666666666
1728,0.5
1730,0.8571428571428571
1731,0.0
1732,0.5
1733,0.0
1735,0.0
1737,0.39622641509433965
1738,0.26666666666666666
1739,0.8488372093023255
1741,0.7727272727272727
1742,0.47058823529411764
1743,0.26666666666666666
1744,0.3333333333333333
1747,0.3333333333333333
1748,0.7619047619047619
1750,0.8333333333333334
1751,0.7647058823529411
1752,0.0
1753,0.7900552486187845
1754,0.890625
1755,0.9090909090909091
1756,0.5
1758,0.625
1759,0.912621359223301
1760,0.19047619047619047
1763,1.0
1764,0.9310344827586207
1766,0.5714285714285714
1767,0.5
1768,1.0
1769,0.8823529411764706
1770,0.7037037037037037
1771,0.26666666666666666
1772,0.6363636363636364
1773,0.3333333333333333
1775,0.6666666666666666
1776,0.9148936170212766
1778,0.25
1779,0.6666666666666666
1781,0.7238095238095238
1782,0.36363636363636365
1783,0.20689655172413793
1784,0.2
1785,0.7272727272727273
1787,0.6428571428571429
1788,0.0
1789,0.8970588235294118
1790,0.16666666666666666
1792,0.5714285714285714
1793,0.39473684210526316
1795,0.5135135135135135
1796,0.75
1798,0.6987951807228916
1800,0.3333333333333333
1802,0.7058823529411765
1803,0.6428571428571429
1807,0.0
1808,0.0
1809,0.8839285714285714
1811,0.45588235294117646
1812,0.6875
1813,0.625
1814,0.84
1815,0.6545454545454545
1819,0.8369565217391305
1821,0.0
1822,0.5918367346938775
1824,0.6666666666666666
1825,0.38095238095238093
1826,0.5555555555555556
1827,0.16
1828,0.47368421052631576
1829,0.043478260869565216
1830,0.6410256410256411
1831,0.4
1833,0.8
1834,0.625
1836,0.2558139534883721
1837,0.6083333333333333
1838,0.7586206896551724
1839,0.5714285714285714
1840,0.65625
1842,0.25
1844,0.0
1847,0.6282051282051282
1849,0.5
1850,0.9069767441860465
1851,0.9375
1852,0.45454545454545453
1853,0.3333333333333333
1854,0.0
1855,0.0
1859,0.9166666666666666
1860,1.0
1861,1.0
1862,0.75
1863,0.8125
1864,0.26666666666666666
1865,0.23809523809523808
1866,0.9469026548672567
1867,0.0
1868,0.5952380952380952
1869,0.20689655172413793
1870,0.35714285714285715
1871,0.3
1872,0.8
1874,0.65
1875,0.0
1877,0.0
1879,0.0
1882,0.5
1883,0.375
1884,0.625
1885,0.8181818181818182
1886,1.0
1887,0.36363636363636365
1888,0.8333333333333334
1889,0.46153846153846156
1890,0.41935483870967744
1891,0.6923076923076923
1892,1.0
1893,1.0
1895,0.0
1897,0.6666666666666666
1898,0.0
1899,0.5348837209302325
1901,0.5789473684210527
1903,0.0
1905,0.35714285714285715
1909,0.6511627906976745
1910,0.14634146341463414
1911,0.4880952380952381
1912,0.45
1913,0.7090909090909091
1915,0.5
1916,0.6551724137931034
1917,0.5
1918,0.2
1919,0.0
1920,0.85
1924,0.875
1925,0.25
1926,0.35714285714285715
1927,0.8333333333333334
1928,0.3125
1929,0.3076923076923077
1930,0.7317073170731707
1931,1.0
1932,0.25
1935,0.4634146341463415
1936,0.84375
1938,0.2857142857142857
1940,0.5
1941,0.6363636363636364
1942,0.2857142857142857
1943,0.7228915662650602
1945,0.5555555555555556
1946,0.25
1947,0.0
1948,0.6410256410256411
1949,0.48
1951,0.30434782608695654
1953,0.7857142857142857
1955,0.8518518518518519
1957,0.0
1958,0.6470588235294118
1960,0.7647058823529411
1961,0.0
1962,0.18181818181818182
1965,0.759493670886076
1966,0.4
1967,0.8461538461538461
1971,0.5609756097560976
1973,0.1111111111111111
1974,0.20833333333333334
1976,0.5555555555555556
1977,0.3191489361702128
1978,0.42105263157894735
1979,0.36363636363636365
1980,0.3333333333333333
1981,0.36764705882352944
1982,0.6216216216216216
1983,0.5714285714285714
1984,0.6153846153846154
1985,0.6666666666666666
1987,0.5384615384615384
1988,0.375
1989,0.0
1990,0.4583333333333333
1991,0.7272727272727273
1992,0.47959183673469385
1993,0.9230769230769231
1996,0.0
1997,0.35714285714285715
1998,0.11764705882352941
2000,0.2727272727272727
2001,0.76
2002,0.5675675675675675
2004,0.0
2005,0.4375
2006,0.45454545454545453
2007,0.5555555555555556
2010,0.6666666666666666
2011,0.8607594936708861
2012,0.7
2013,0.35714285714285715
2014,0.0
2015,0.0
2017,1.0
2018,0.0
2019,0.9555555555555556
2020,0.8571428571428571
2021,0.5833333333333334
2022,0.509090909090909
2024,0.4838709677419355
2026,0.25
2028,1.0
2030,0.2692307692307692
2031,0.6451612903225806
2032,0.0
2033,0.5365853658536586
2037,0.5
2038,0.56
2039,0.9
2040,0.0
2041,0.7941176470588235
2042,0.0
2044,0.0
2045,0.42857142857142855
2047,0.0
2048,0.0
