product_id,product_name,reorder_proportion
75,Hemp Protein- Organic,0.25
77,Coconut Chocolate Chip Energy Bar,0.6944444444444444
78,Nutter Butter Cookie Bites Go-Pak,0.0
79,Wild Albacore Tuna No Salt Added,0.5472061657032755
81,Blakes Chicken Parmesan Dinner,0.5
82,All Natural 100% Apple Juice,0.375
83,100% Whole Wheat Pita Bread,0.5411764705882353
84,Lamb Shank,0.14285714285714285
86,Camilia- Single Liquid Doses,0.38095238095238093
87,Classics Earl Grey Tea,0.4274193548387097
88,Probiotics High Potency Capsules,0.0
89,Yogurt Fruit Dip Sliced Apples,0.3333333333333333
90,Smorz Cereal,0.6666666666666666
92,Meat In The Middle Large Rawhide Chews,0.0
93,Uncured Cracked Pepper Beef,0.6496062992125984
94,Organic Blueberry Blitz Fruit & Veggie Smoothie Mashups,0.6696428571428571
95,Organic Rice Vinegar,0.14130434782608695
96,Sprinklez Confetti Fun Organic Toppings,0.10810810810810811
97,Organic Chamomile Lemon Tea,0.2916666666666667
98,2% Yellow American Cheese,0.5
99,Local Living Butter Lettuce,0.48936170212765956
100,Peanut Butter & Strawberry Jam Sandwich,0.639344262295082
101,Bread- Healthy Whole Grain,0.8
102,Danish Butter Cookies,0.21428571428571427
104,High Fiber Tomato Basil Soup,0.5
105,"Easy Grab 9\""x13\"" Oblong Glass Bakeware",0.0
106,Organic Yummy Tummy Maple & Brown Sugar Instant Oatmeal,0.5471698113207547
107,Mild Salsa Divino,0.5
108,Organic Sprouted Barley Bread,0.5333333333333333
109,Grape Leaf Hummus Wrap,0.7142857142857143
110,Unknown,0.5
111,Fabric Softener- Geranium Scent,0.26666666666666666
112,Hot Tomatillo Salsa,0.1
113,Infant's Blend Probiotic,0.3684210526315789
114,Light Savory Beef Barley Vegetable Soup,0.16666666666666666
115,Scooby-Doo! Fruit Flavored Snacks,0.5660377358490566
116,English Muffins,0.6581196581196581
117,Petit Suisse Fruit,0.8313492063492064
118,Ground Turkey Chub,0.5161290322580645
119,Chardonnay Paso Robles,0.375
120,Cauliflower Florettes,0.0
121,Sharp Cheddar,0.4759036144578313
122,Pomegranate Molasses,0.041666666666666664
123,Sherry Reserve Vinegar,0.0625
124,Sun Cups Dark Chocolate,0.8260869565217391
125,Herbal Armor DEET-Free Natural Insect Repellant,0.3333333333333333
126,Hot & Spicy Chicken Flavor Ramen Noodles,0.625
127,Marscapone,0.423728813559322
128,Organic Wild Blueberries,0.5364238410596026
129,Traditional Chicken & Orzo with Lemon Soup,0.48484848484848486
130,Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack,0.6459143968871596
131,Brioche Bachelor Loaf,0.8
132,Yogurt Strawberry Pomegranate,0.7857142857142857
133,Purifying Daily Detox Scrub,0.0
134,Stain Release Boost In-Wash Stain Remover Pacs,0.0
136,Simple,0.0
137,Very Vanilla Soymilk,0.5869565217391305
138,Olli Napoli Salami,0.5
139,Zita Cut- No. 118,0.5
140,Chips Onion Chipotle Garlic,0.5
141,Restaurant Style Organic Chia & Quinoa Tortilla Chips,0.6593625498007968
142,Arugula Salad,0.0
143,Organic Lemons,0.6666666666666666
144,Coarse Grind Garlic Powder & Parsley Blend,0.5
145,Traditional Water Crackers,0.4444444444444444
146,Anti Diarrheal Caplets,0.6
148,Nectarines,0.5602941176470588
149,Wild Blueberry All Natural Fruit Spread,0.4827586206896552
150,Brut Rosé,0.391304347826087
152,3 in 1 Soap for Every Man- Cucumber & Lemon,0.0
153,Fabric Refresher Meadows & Rain Air Freshener (1 Count- 27 oz)  Air Care,0.2
154,Corn Dogs- Mini- Honey Crunchy Flavor,1.0
155,Artisan Ciabatta,0.3333333333333333
156,Extra Spearmint Sugar-Free Gum,0.5714285714285714
157,Living Organic Cilantro,0.125
158,Smoked Ham & Oven Roasted Turkey Sub Sandwich Kit,0.7916666666666666
159,Calcium Adult Gummy Vitamins- Orange Cherry & Strawberry,0.4
160,100% Recycled Aluminum Foil,0.18625277161862527
162,Organic Mini Homestyle Waffles,0.6671664167916042
163,Dressing Bleu Cheese,0.0
164,Peanut Butter Cacao Quinoa Clusters,0.0
165,Wild Chanterelle Mushroom Ravioli,0.3463414634146341
167,Sparkling Blush Grape Juice,0.5
168,Halves & Pieces Walnuts,0.25
169,Extra Sharp Cheddar Cheese,0.5371900826446281
170,Single Herbs Ginkgo Leaf Dietary Supplement,0.0
172,Gluten Free All Natural Chocolate Chip Cookies,0.8571428571428571
173,Habanero Lime Shrimp Flavor Ramen Noodle Soup,1.0
174,Vanishing Acne Treatment Cream,1.0
175,T Bone Steak,0.0
176,Original Turkey,0.5517241379310345
177,Citrus Terere Yerba Mate,0.71875
178,Vegan Santa Fe Style Flour Tortilla Rolled Tacos,0.8
179,Penne Rigate With Spinach,0.5
180,Simply Beyond Black Bean Tortilla Chips,0.5
181,Country Style Baked Beans,0.32432432432432434
183,Cookie Dough Performance Energy,0.0
184,Kisses Milk Chocolate Candy,0.423841059602649
185,Chicken Nugget Meal,0.25
186,Fresh Scent Dishwasher Detergent with Dawn,0.42528735632183906
187,Wild Sardines in Marinara Sauce,0.5135135135135135
188,Mild El Nino Salsa,0.7419354838709677
189,Healthfull Nuts & Seeds Bread,0.3333333333333333
190,Classic Culinary Low Sodium Vegetable Broth,0.2727272727272727
191,Medium Spicy Butter Chicken Simmer Sauce,0.0
192,Israeli Style Gefilte Fish,0.0
193,fruitwater® Strawberry Kiwi Sparkling Water,1.0
194,Lamb Rib Chops,0.7384615384615385
195,Grade A Pasteurized 2% Milkfat Lowfat Cottage Cheese with Pineapple,0.8
196,Soda,0.7703747769185009
198,Tzatziki Cucumber Sauce,0.3333333333333333
199,Herb Thyme Clamshell,0.27450980392156865
201,Sloppy Joe,0.0
202,Spinach & Feta Pierogi,0.5
203,Rescue Remedy- Spray,0.0
204,Free & Clear Natural Laundry Detergent For Sensitive Skin,0.4756277695716396
205,Chocolate Mint Cookie Crunch Nutrition Bar,0.5
206,Roasted Vegetable Soufflé,0.5714285714285714
207,Minis Candy Bars,0.46551724137931033
208,Vanilla Almond Cashew Almondmilk Cashewmilk Blend,0.5
209,Italian Pasta Salad,0.375
210,Homemade Hot Arrabbiata Fra Diavolo Sauce,0.5794701986754967
211,Gluten Free Organic Cereal Coconut Maple Vanilla,0.5344827586206896
212,Organic Blue Corn Sea Salt Tortilla Chips,0.5945945945945946
213,Tapatio Salsa Picante Hot Sauce Tortilla Chips,0.5238095238095238
214,Argan Oil of Morocco Renewing Weightless Healing Dry Oil Hair Oil,0.0
215,Sambal Oelek Ground Fresh Chili Paste,0.1836734693877551
216,Gluten Free Oatmeal- Variety Pack,0.45588235294117646
217,String Cheese- Mozzarella,0.5405405405405406
218,"6\"" Organic Carrot Cake",0.6666666666666666
219,Totz Toothbrush Extra Soft 18+ Months,0.44871794871794873
220,Tegaderm Waterproof Transparent Dressing,0.0
221,Cayenne Lemonade Made With Raw Tristate Honey,0.5714285714285714
222,Honey Nut Oatmeal Squares,0.6865671641791045
223,Kiwi Strawberry Sparkling Water,0.7857142857142857
225,3 Seed Blue Corn Dipping Chips,0.0
226,Shaved Parmesan Cheese,0.3803418803418803
227,Triple Chocolate Snack Size,0.0
228,Organic Soups Lentil,0.5927601809954751
229,EcoNet Recycled Bath Sponge,0.2222222222222222
230,Vanilla Cream Soda,1.0
231,Low Sodium Turkey,0.0
232,Blue Bottle Coffee Frozen Bar,0.6666666666666666
233,Chinese Breakfast Black Tea,0.5555555555555556
234,Tennessee Whiskey,0.5
235,Gluten Free Blueberry Muffin Mix,0.0
236,Chicken Meatballs Dog Treats,0.0
237,Brambleberry Herbal Tea,0.7857142857142857
238,Alpha-Bits Multigrain Cereal,0.2
239,Chicharrones Picante Flavor Pork Rinds,0.5555555555555556
240,Nature's Seasons Seasoning Blend,0.4
241,Shrimp with Pasta & Vegetables,0.7
242,Original Red Twists,0.7083333333333334
243,Taco Reduced Sodium Seasoning Mix,0.16666666666666666
244,Organic Roasted Garlic Pasta Sauce,0.2
245,Poppy Seed Bagels,0.5
246,Triple-Acting Laundry Stain Remover,0.24786324786324787
247,Perfectly Thymed Pita Crisps Baked,0.5
248,Dried Sweetened Cranberries,0.42229367631296894
250,Authentic Deep Dish- Spinach & Garlic Pizza,0.5
251,Extra Strength Melatonin Adult Gummies,0.2
252,Waffles- Red Berry,0.0
253,Organic Vegetable Greens & Greens Juice Blend,0.5555555555555556
254,Honey Mustard,0.0
255,Cold Remedy- Quick Dissolve Tablets- Cherry Flavor,0.09090909090909091
256,Island Fruits Fruit Snacks,0.6226415094339622
257,Key Lime Soda,0.5714285714285714
258,Vegetable Pot Pie,0.5544217687074829
260,Cantaloupe,0.6314217443249701
261,Organic Southwestern Burrito,0.4858490566037736
262,Petite Dill Pickles,0.36363636363636365
263,Red Food Color,0.08333333333333333
264,Non-Fat Blueberry on the Bottom Greek Yogurt,0.654911838790932
266,Rio Berry,0.8666666666666667
267,Triple Chocolate Ripple,0.4642857142857143
268,Sponge Mop,0.0
270,OneZip Storage Bags Quart Size Value Pack,0.24242424242424243
271,TAI PEI      14OZ.SWEET & SOUR CHKN,0.75
273,Thin Stackers Brown Rice  Salt Free,0.5654450261780105
274,Snack Bags,0.26666666666666666
275,Caramel Sauce,0.15384615384615385
276,French Vanilla Ice Cream,0.37142857142857144
277,Diet Root Beer,0.6862745098039216
278,Instant Mashed Potatoes,0.3046875
279,Everyday Detox Dandelion Tea,0.42857142857142855
280,Makeup Remover Cleansing Towelettes,0.3717948717948718
281,Chai Tea Bags,0.4583333333333333
282,Oh My Cod! Cod Pate and Vegetables Cat Food,0.46153846153846156
283,Organic Whole Wheat Elbows,0.4459770114942529
284,Organic Spicy Heirloom Marinara Sauce,0.48148148148148145
285,Mini Nilla Wafers Munch Pack,0.32
286,Lite Poppy Seed Dressing Lite,0.40625
287,Turkey,0.6974595842956121
288,Original Sprouted Grains Protein & Fiber Hot Oatmeal,0.6060606060606061
290,Organic Peppermint Lemonade,0.7142857142857143
291,Mint Dental Floss,0.0
292,Fresh Multi-Purpose Contact Lens Solution,0.16666666666666666
293,Prime Filets Chicken & Tuna Dinner in Gravy Cat Food,0.7083333333333334
294,Minis Original Saltine Crackers,0.5633802816901409
295,Chewables Extra Strength Cherry Creme - 48 CT,0.0
297,Unknown,0.0
298,Brisk With Lemon Iced Tea,0.6
300,Organic Enriched Unbleached White Flour,0.1694915254237288
301,Biotin 10-000mcg Maximum Strength,0.0
302,Gourmet Dog Treats Bone,0.0
303,Candy- Original,0.0
304,Dry Roasted Pistachios,0.3333333333333333
305,Wild Forest Raw Neem Honey,0.3333333333333333
306,Gold Potatoes,0.3333333333333333
307,Precious Mozzarella Cheese,0.25
308,Advanced Haircare Color Vibrancy Nourishing Shampoo,0.0
310,Crackers- Puffed- Corn- Quinoa & Sesame,0.6415094339622641
311,Naturals Savory Turkey Breakfast Sausage,0.5684754521963824
312,Juicing Carrots,0.0
315,Creamy Italian Dressing Marinade,0.5
316,Revive Anti-Perspirant Deodorant,0.0
317,Best Grains Honey & Crunch Oat Bread,0.5454545454545454
318,Apple Cinnamon Crisp Candle,0.0
319,Steamfresh Chef's Favorites Lightly Sauced Roasted Red Potatoes & Green Beans,0.6071428571428571
321,Echinacea Goldenseal Alcohol Free Extract,0.3333333333333333
322,Brooklyn Pizza Dough,0.6097560975609756
323,Natural Food Color Packets,0.0
324,Strong & Kind Roasted Jalapeno Almond Protein Bar,0.0
325,Veggie-Style Mini Corn Dogs,0.6418918918918919
326,Deluxe Sauce Made with 2% Milk Cheese Macaroni & Cheese Dinner,0.3333333333333333
327,Green Peas- Organic- Petite,0.5581395348837209
329,Organic Whole Grassmilk Milk,0.7890255439924314
330,Chilpotles in Adobo Sauce,0.3023255813953488
331,Organic Lemon Gingersnap,0.0
332,Raspberry Fig Bars,0.5555555555555556
333,Basil Daly Bar Soap,0.2727272727272727
334,Sparkling Raspberry Lemonade Water Beverage,0.5853658536585366
335,Blueberry Kombucha,0.6206896551724138
336,Black Currant Kombucha,0.75
337,Soap- Pure-Castile- 18-in-1 Hemp- Lavender,1.0
338,Yahrzeit Light Memorial Candle,0.5
339,Creamline Yogurt Wild Blueberry,0.5172413793103449
340,Eco-Pac Kamut Puffs Cereal,0.5396825396825397
341,Cheese Creations Four Cheese Cheese Sauce,0.5
342,Complete Health Deboned Chicken- Chicken Meal and Rice Cat Food,0.42105263157894735
343,Organic Whole Peeled Baby Carrots,0.5958904109589042
345,Extra Strength Berry,0.5
347,Vegetable Salad Kit- Sweet Kale,0.5901639344262295
348,Super Slimming Herbal Tea,0.0
349,Organic Granulated Tapioca,0.08695652173913043
350,Mixed 12 Pack Lion's Share Ale,0.5714285714285714
351,Go Fresh Nutrium Moisture Body Wash Blue Fig & Orange Blossom Scent,0.29411764705882354
352,Colby Jack & Mild Cheddar Combo Pack,0.5285714285714286
353,Tzatziki Greek Yogurt Dip,0.5769230769230769
354,Twist n Loc Small Round Containers + Lids,0.2857142857142857
355,Ground Flaxseed With Mixed Berries,0.5
356,Ristorante Pizza Spinaci Thin Crust Pizza,0.6666666666666666
357,White Writing Gel,0.0
358,Frozen All Butter Pound Cake,0.3617021276595745
359,Deli Thin-Sliced Honey Ham,0.5
360,Whole Wheat Spanakopita,0.7037037037037037
361,Day and Night Multi-Symptom and Severe Cold & Cough Pain Reliever/Fever Reducer,0.0
362,Pound Cake Cake Mix,0.0
363,Water Crackers Original All Natural,0.1111111111111111
364,Greener Selection Salad,0.25
365,Cheerios Cereal,0.592797783933518
366,Vitamin C 1000 Mg Tropical Drink Mix Dietary Supplement,0.4
367,Ultimate Omega 1000 mg Lemon Soft Gels,0.45
368,Fabric Softener Dryer Sheet Free & Gentle 200CT Fabric Enhancers,0.16666666666666666
371,Juniper Berry Soda,0.0
372,Moisture Rich Sweet Orange & Argan Conditioner,0.1
373,Honey Glazed Carrots,0.625
374,Sliced Kosher Salami,1.0
375,Multigrain Spaghetti Style Pasta,0.45454545454545453
376,Even & Bright Pink Lemon and Mandarin Orange Body Wash,0.42857142857142855
377,Chunky Beef with Vegetables & Brown Rice Dog Food,0.6944444444444444
378,Powerball Quantum Max Shine & Protect Automatic Dishwasher Detergent,0.47058823529411764
379,Super Dry Beer,0.0
380,Clementine Bag,0.1875
381,Toaster Pops Strawberry,0.5
382,Sugar Free Mint Patties,0.5
383,Breaded Chicken Breast Tenders,0.47368421052631576
385,Liquid Drink Mix Blackberry Lemonade,0.4
386,Real Chicken & Veggies Recipe Dog Food,0.47058823529411764
387,Chocolate Brownie Flavor Protein Bar,0.5555555555555556
388,Stove Top Stuffing Mix for Turkey,0.26666666666666666
389,Mache Blend,0.624
391,Organic Yukon Gold Potato Bag,0.3
392,OPA Greek Yogurt Ranch Dressing,0.3
393,Phoenix Anti-Perspirant & Deodorant Stick Twin Pack,0.3333333333333333
394,Aquaphor Healing Ointment,0.0
395,Sweet Cream Buttermilk Powder,0.0
396,Cashews Natural Unsalted,0.4
397,Pure Granulated Cane Sugar,0.3049403747870528
398,Organic Hard Candy Blood Orange and Honey,0.25
399,Organic Strawberry Lemon-ade,0.8
400,Grass-Fed Yogurt Blueberry Cardamom,0.6666666666666666
401,Flat Floss- Antiplaque- Naturally Waxed- Spearmint,0.2702702702702703
402,100% Pure Beef Homestyle Patties,0.5
403,Ultra Thin Pastrami,0.4262295081967213
404,Reg; Organic Apple Cider Vinegar 16 Fl Oz,0.0
405,100% Organic Diced Tomatoes,0.56
406,Vanilla Almond Protein Bar,0.5555555555555556
407,Almond Glow Almond Body Lotion/Massage Oil,0.5
410,Holiday Sugar Plum Spice Herbal Tea,0.0
411,Super Plus Cardboard Applicator Unscented Tampons,0.16666666666666666
412,Brazilian Keratin & Argan Oil Leave-In Conditioning & Styling Elixir,0.0
414,Gluten Free Chicken Rustica Pizza,1.0
415,16 oz Cold Cups,0.64
416,Laundry Soil Stain Remover,0.3333333333333333
417,Unknown,0.0
418,Whole Grain Linguine Pasta,0.32142857142857145
419,Light & Fit Strawberry Cheesecake Greek Nonfat Yogurt,0.6111111111111112
421,Garlic & Herb Fresh Goat Cheese,0.2222222222222222
422,Mix-Up Flamin' Hot & Cheezy Mix Flavored Snack Mix,0.25
423,Red Jalapeno Caesar Dressing,0.5
424,Linguine Pasta,0.3641791044776119
425,Sardines in Water Salt Added,0.0
426,2nd Foods Bananas,0.8333333333333334
427,Italian Style Panko Breadcrumbs,0.23333333333333334
428,Everyday Mega Pack Paper Plates,0.3076923076923077
429,Dark Red Kidney Beans,0.3398328690807799
431,Ice Cream- Cookies & Cream,0.3333333333333333
432,Vanilla Almond Breeze Almond Milk,0.7333487511563367
433,Organic Whole Granulation Roasted Buckwheat Groats,0.6666666666666666
434,Beach Sage Liquid Fabric Softener,0.5
435,Dark Chocolate Raisins,0.5
436,Petite Brussels Sprouts,0.447178002894356
438,Special K Vanilla Cappuccino Protein Breakfast Shakes,0.0
439,Crispy Cinnamon Pear Chips,0.25
440,Unknown,0.0
442,Sliced Chicken Entree Cat Food,0.875
443,Ultra Power Plus Laundry Detergent 54 loads,0.48148148148148145
444,Special Recipe Italian Bread,0.6923076923076923
445,Almond Honey Protein+ Bar,0.5576923076923077
446,Blueberry Pomegranate Acaí Cultured Goat Milk Kefir,0.7142857142857143
447,Tea- Superflower- Hibiscus- Blueberry- Caffeine-Free- Bags,0.0
448,White Chicken Chili,0.0
449,Chips Ahoy! Chewy Cookies,0.5388127853881278
451,Almond Spread- Dark Chocolate,0.5
452,Sleepytime Sinus Soother Herbal Tea,0.0
453,Hummus Wrap,0.75
454,Sloppy Joe Sauce,0.0
455,Ibuprofen Liquid Gels,0.3893805309734513
456,Sparkling Blueberry,0.3333333333333333
457,Whole Wheat Fig Bar,0.6
458,Total Advanced Floss Tip Medium Toothbrush,0.0
459,Honey Vanilla Greek Yogurt,0.6442048517520216
461,Sore Throat Wild Cherry Lozenges,0.0
462,Fiber 4g Gummy Dietary Supplement,0.25
463,Salt Free Seasoning,0.1
464,Liquid Water Enhancer Peach Green Tea With Ginseng & Honey,0.0
465,100% Natural Just Peaches,0.5882352941176471
466,Old Fashioned Vegetable Beef Soup,0.5
467,Soup- Lower Sodium- Organic- Split Pea,0.18181818181818182
468,Kabocha Squash,0.5789473684210527
469,Whipping Cream,0.1875
470,Lite Beer,0.5294117647058824
471,Half 'n Half Lemonade Tea,0.6111111111111112
472,Unknown,0.5
474,Lavender Body Wash,0.0
475,Organic Reposado Tequila,1.0
477,Naturally Aged Cheddar Cheese Block Hot Habanero,0.3333333333333333
478,Organic Pitted Kalamata Olives,0.2727272727272727
479,Most Wanted Cabernet Sauvignon Red Wine,1.0
480,Slow Churned Mint Chocolate Chip Ice Cream,0.4672131147540984
481,Black Peppercorns,0.1575178997613365
482,Gentle Clean Foaming Face Cleanser- 6.7 fl oz Female Skin Care,0.16666666666666666
483,"\""Constant Comment\"" Decaffeinated Black Tea Blend",0.25
484,Plain Greek Goat Yogurt,0.8
485,Country Stew Choice Cuts In Gravy Dog Food,1.0
486,Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie,0.5565610859728507
487,Can/Bottle Opener- Chrome,0.0
488,Organic Orange Turmeric Juice,0.7142857142857143
489,Dough for Turnover Pastries,0.0
490,Gin Gins Candy,0.0
491,Unknown,0.3333333333333333
492,Couscous- Israeli- Garlic Jalapeno,1.0
493,Pear and Blueberry Baby Breakfast,0.6041666666666666
494,Yellow Cherry Tomato,0.0
495,Pure Cane Granulated W/Spout Sugar,0.20689655172413793
496,Designer 9 Oz. Paper Cups,0.0
497,Mascarpone Pistachio Caramel Gelato,0.0
498,Daily Moisture Shampoo,0.16666666666666666
499,Aspirin 325 Mg,0.0
500,Non-Scratch Scrub Sponges,0.16299559471365638
501,Proactive Health Mature Adult Hairball Care Cat Food,0.6
502,Frozen Desserts- Fit- Salted Caramel,0.5692307692307692
503,Wild Rice Blend,0.4444444444444444
504,Velveeta Shells & Cheese Bold Jalapeno,0.0
505,100% Natural String Cheese Mozzarella Cheese,0.42857142857142855
506,Arrowroot Powder,0.0
507,Tikka Masala Curry Sauce,0.09090909090909091
508,Freeze-Dried Edamame Veggie Snack,0.6111111111111112
509,Starting Solids Carrots Organic Baby Food,0.0
511,Lecithin Granules Non-GMO,0.0
512,Multigrain Pop Cakes,0.7073170731707317
513,Honey Maid Graham Cracker Crumbs,0.2
514,Freezer Safe Pint Jars Wide Mouth,0.0
515,Organic Lowfat Pomegranate Acai Kefir Probiotic Cultured Milk Smoothie,0.7894736842105263
516,American Cheese Slices,0.4911242603550296
517,French Rolls,0.6056338028169014
518,Turkey Meatloaf & Mashed Potatoes,0.2631578947368421
519,Antioxidant Infusions Brasilia Blueberry,0.6440677966101694
520,Sweet & Smokey Kansas City Bbq Sauce,0.0
521,Daily Shower Cleaner Ylang Ylang,0.2833333333333333
522,Coffee Liqueur,0.4358974358974359
523,Biotin & Collagen Shampoo,0.25
524,in Gravy with Carrots Peas & Corn Mashed Potatoes & Meatloaf Nuggets,0.6666666666666666
525,Good & Clean Gentle Acne Wash,0.0
526,Alcohol Free Maple Flavor,0.0
527,Invigorating Face Wash Men,0.25
528,Tasty Treasures Cat Food Variety Pack,0.5
529,Essentials Foaming Facial Cleanser,0.25
530,7UP,0.6818181818181818
531,Adult Dog Formula Dog Food,0.5714285714285714
532,Unsalted Pretzel Round,0.6666666666666666
533,Stuffed Pasta Shells,0.0
534,Tomato Paste with Basil- Oregano & Garlic Flavor,0.0
535,Rescue Remedy,0.05263157894736842
536,Belgian Waffles,0.5333333333333333
537,Kosher Dill Babies,0.4444444444444444
539,Tri Color Tortilla Strips,0.35294117647058826
540,Beef Strips Portabella Complete Meals,0.0
541,with Dawn Action Pacs Fresh Scent Dishwasher Detergent Pacs,0.13793103448275862
543,Rice & Bean Snack Chips With Adzuki Beans Chipotle Cheese,0.75
544,Classic Original Hummus,0.5256410256410257
545,Creamy Danish Blue Cheese Wedge,0.0
546,Tomatillo Salsa,0.3842364532019704
547,1000 Roses Floral Toner for Sensitive Skin,0.0
548,Hi-Chew Strawberry Fruit,0.7058823529411765
549,Cranberry Almond Fruit Clusters Dried Cranberries,0.3333333333333333
550,Granola- Veritas- Organic,0.2
551,Riesling- Mosel- 2014,0.7777777777777778
552,Organic Mango Peach Carrot Kickstart Smoothie,0.31666666666666665
554,Turkey Chili,0.6964285714285714
555,Even The Kitchen Sink Kitchen & Bath Scrubber,0.0
557,Red Seedless Grapes Imported,0.41304347826086957
558,Organic Raw Almond Butter,0.18181818181818182
559,Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,1.0
560,Tea Temples Green Tea With Mint,0.5
563,Pure Moringa Vegetable Powder,0.07142857142857142
564,Embrace Sensitive Women's 5 Blade Disposable Razors,0.5
565,Light and Fluffy  Blueberry Pancake Mix,0.25
566,Organic Thin Sliced 100% Whole Wheat Bread,0.7777777777777778
567,Malbec Red Wine,0.3333333333333333
568,Artisan Style Melts Quattro Formaggi Pizza,0.07692307692307693
569,Golden Cupcakes 8 Pack,0.5
571,Thin & Crispy Crust Pepperoni Pizza,0.5555555555555556
572,Brown Bobby Pins,0.0
573,Red Roses,0.0
574,Crunch Vanilla Sugar Mini Cookies,0.0
575,Organic Medium Yellow Thai Curry,0.2413793103448276
576,Vanilla Sugar Cookies,0.058823529411764705
577,Liqui-Gels Softgels Dye-Free Allergy,0.12
578,"10\"" Bamboo Skewers",0.047619047619047616
579,Stain Odor Eliminator Detergent,0.0
580,Washington State Merlot,0.25
581,Garnet Sweet Potato (Yam),0.5440860215053763
582,Lite Whipped Topping,0.6
584,Organic Blueberry Pomegranate Whole Milk Yogurt,0.7307692307692307
585,Pretzel Thins Parmesan Herb Crackers,0.6
586,Geranium Daily Bar Soap,0.0
587,Air Effects Gain Island Fresh,0.0
588,Special K Original Cereal,0.5621621621621622
589,Salsa Roja,0.6666666666666666
590,Almonds Roasted and Salted,0.5
591,Oreo Cookies and Cream Chocolate Frozen Dairy Dessert,0.6666666666666666
592,SpongeBob Shapes Macaroni & Cheese Dinner,0.5454545454545454
593,Linguine- No. 6,0.47619047619047616
